speed,height,const,theme,rating,resp_id
50,400,Steel,Dragon,1,51
60,400,Steel,Dragon,5,51
50,200,Wood,Eagle,6,51
40,200,Steel,Dragon,4,51
70,200,Steel,Dragon,8,51
50,300,Wood,Eagle,10,51
60,300,Steel,Dragon,7,51
60,300,Wood,Dragon,9,51
60,200,Wood,Eagle,7,51
40,300,Steel,Eagle,10,51
70,200,Steel,Eagle,9,51
70,200,Steel,Dragon,10,52
40,400,Wood,Dragon,4,52
70,300,Steel,Eagle,10,52
40,400,Wood,Dragon,1,52
50,200,Steel,Eagle,1,52
50,400,Steel,Dragon,3,52
60,400,Steel,Dragon,4,52
50,200,Wood,Eagle,3,52
40,200,Steel,Dragon,1,52
70,200,Steel,Dragon,4,52
50,300,Wood,Eagle,7,52
60,300,Steel,Dragon,5,52
60,300,Wood,Dragon,8,52
60,200,Wood,Eagle,2,52
40,300,Steel,Eagle,2,52
70,200,Steel,Eagle,7,52
70,200,Steel,Dragon,10,53
40,400,Wood,Dragon,5,53
70,300,Steel,Eagle,6,53
40,400,Wood,Dragon,9,53
50,200,Steel,Eagle,3,53
50,400,Steel,Dragon,3,53
60,400,Steel,Dragon,1,53
50,200,Wood,Eagle,5,53
40,200,Steel,Dragon,1,53
70,200,Steel,Dragon,5,53
50,300,Wood,Eagle,6,53
60,300,Steel,Dragon,8,53
60,300,Wood,Dragon,7,53
60,200,Wood,Eagle,7,53
40,300,Steel,Eagle,2,53
70,200,Steel,Eagle,10,53
70,200,Steel,Dragon,8,54
40,400,Wood,Dragon,7,54
70,300,Steel,Eagle,10,54
40,400,Wood,Dragon,6,54
50,200,Steel,Eagle,5,54
50,400,Steel,Dragon,10,54
60,400,Steel,Dragon,6,54
50,200,Wood,Eagle,1,54
40,200,Steel,Dragon,5,54
70,200,Steel,Dragon,9,54
50,300,Wood,Eagle,5,54
60,300,Steel,Dragon,7,54
60,300,Wood,Dragon,6,54
60,200,Wood,Eagle,5,54
40,300,Steel,Eagle,5,54
70,200,Steel,Eagle,7,54
70,200,Steel,Dragon,5,55
40,400,Wood,Dragon,4,55
70,300,Steel,Eagle,10,55
40,400,Wood,Dragon,1,55
50,200,Steel,Eagle,1,55
50,400,Steel,Dragon,4,55
60,400,Steel,Dragon,5,55
50,200,Wood,Eagle,3,55
40,200,Steel,Dragon,3,55
70,200,Steel,Dragon,7,55
50,300,Wood,Eagle,7,55
60,300,Steel,Dragon,5,55
60,300,Wood,Dragon,6,55
60,200,Wood,Eagle,4,55
40,300,Steel,Eagle,6,55
70,200,Steel,Eagle,4,55
70,200,Steel,Dragon,8,56
40,400,Wood,Dragon,2,56
70,300,Steel,Eagle,10,56
40,400,Wood,Dragon,2,56
50,200,Steel,Eagle,1,56
50,400,Steel,Dragon,4,56
60,400,Steel,Dragon,4,56
50,200,Wood,Eagle,7,56
40,200,Steel,Dragon,2,56
70,200,Steel,Dragon,6,56
50,300,Wood,Eagle,3,56
60,300,Steel,Dragon,5,56
60,300,Wood,Dragon,8,56
60,200,Wood,Eagle,6,56
40,300,Steel,Eagle,4,56
70,200,Steel,Eagle,10,56
70,200,Steel,Dragon,9,57
40,400,Wood,Dragon,8,57
70,300,Steel,Eagle,10,57
40,400,Wood,Dragon,4,57
50,200,Steel,Eagle,1,57
50,400,Steel,Dragon,7,57
60,400,Steel,Dragon,7,57
50,200,Wood,Eagle,4,57
40,200,Steel,Dragon,6,57
70,200,Steel,Dragon,10,57
50,300,Wood,Eagle,4,57
60,300,Steel,Dragon,8,57
60,300,Wood,Dragon,9,57
60,200,Wood,Eagle,2,57
40,300,Steel,Eagle,4,57
70,200,Steel,Eagle,7,57
70,200,Steel,Dragon,10,58
40,400,Wood,Dragon,3,58
70,300,Steel,Eagle,9,58
40,400,Wood,Dragon,4,58
50,200,Steel,Eagle,4,58
50,400,Steel,Dragon,8,58
60,400,Steel,Dragon,6,58
50,200,Wood,Eagle,1,58
40,200,Steel,Dragon,3,58
70,200,Steel,Dragon,10,58
50,300,Wood,Eagle,5,58
60,300,Steel,Dragon,10,58
60,300,Wood,Dragon,9,58
60,200,Wood,Eagle,2,58
40,300,Steel,Eagle,8,58
70,200,Steel,Eagle,4,58
70,200,Steel,Dragon,8,59
40,400,Wood,Dragon,3,59
70,300,Steel,Eagle,10,59
40,400,Wood,Dragon,4,59
50,200,Steel,Eagle,1,59
50,400,Steel,Dragon,4,59
60,400,Steel,Dragon,4,59
50,200,Wood,Eagle,3,59
40,200,Steel,Dragon,1,59
70,200,Steel,Dragon,8,59
50,300,Wood,Eagle,8,59
60,300,Steel,Dragon,6,59
60,300,Wood,Dragon,7,59
60,200,Wood,Eagle,2,59
40,300,Steel,Eagle,5,59
70,200,Steel,Eagle,7,59
70,200,Steel,Dragon,8,60
40,400,Wood,Dragon,3,60
70,300,Steel,Eagle,10,60
40,400,Wood,Dragon,3,60
50,200,Steel,Eagle,1,60
50,400,Steel,Dragon,5,60
60,400,Steel,Dragon,8,60
50,200,Wood,Eagle,1,60
40,200,Steel,Dragon,7,60
70,200,Steel,Dragon,7,60
50,300,Wood,Eagle,4,60
60,300,Steel,Dragon,10,60
60,300,Wood,Dragon,8,60
60,200,Wood,Eagle,2,60
40,300,Steel,Eagle,4,60
70,200,Steel,Eagle,8,60
70,200,Steel,Dragon,6,61
40,400,Wood,Dragon,8,61
70,300,Steel,Eagle,7,61
40,400,Wood,Dragon,3,61
50,200,Steel,Eagle,1,61
50,400,Steel,Dragon,6,61
60,400,Steel,Dragon,7,61
50,200,Wood,Eagle,3,61
40,200,Steel,Dragon,1,61
70,200,Steel,Dragon,3,61
50,300,Wood,Eagle,5,61
60,300,Steel,Dragon,7,61
60,300,Wood,Dragon,10,61
60,200,Wood,Eagle,2,61
40,300,Steel,Eagle,1,61
70,200,Steel,Eagle,2,61
70,200,Steel,Dragon,5,62
40,400,Wood,Dragon,1,62
70,300,Steel,Eagle,10,62
40,400,Wood,Dragon,1,62
50,200,Steel,Eagle,3,62
50,400,Steel,Dragon,2,62
60,400,Steel,Dragon,3,62
50,200,Wood,Eagle,2,62
40,200,Steel,Dragon,2,62
70,200,Steel,Dragon,6,62
50,300,Wood,Eagle,7,62
60,300,Steel,Dragon,6,62
60,300,Wood,Dragon,6,62
60,200,Wood,Eagle,5,62
40,300,Steel,Eagle,5,62
70,200,Steel,Eagle,7,62
70,200,Steel,Dragon,6,63
40,400,Wood,Dragon,7,63
70,300,Steel,Eagle,10,63
40,400,Wood,Dragon,7,63
50,200,Steel,Eagle,1,63
50,400,Steel,Dragon,7,63
60,400,Steel,Dragon,6,63
50,200,Wood,Eagle,4,63
40,200,Steel,Dragon,2,63
70,200,Steel,Dragon,6,63
50,300,Wood,Eagle,10,63
60,300,Steel,Dragon,9,63
60,300,Wood,Dragon,6,63
60,200,Wood,Eagle,1,63
40,300,Steel,Eagle,5,63
70,200,Steel,Eagle,8,63
70,200,Steel,Dragon,1,64
40,400,Wood,Dragon,7,64
70,300,Steel,Eagle,10,64
40,400,Wood,Dragon,6,64
50,200,Steel,Eagle,1,64
50,400,Steel,Dragon,3,64
60,400,Steel,Dragon,4,64
50,200,Wood,Eagle,5,64
40,200,Steel,Dragon,1,64
70,200,Steel,Dragon,9,64
50,300,Wood,Eagle,8,64
60,300,Steel,Dragon,5,64
60,300,Wood,Dragon,9,64
60,200,Wood,Eagle,5,64
40,300,Steel,Eagle,1,64
70,200,Steel,Eagle,5,64
70,200,Steel,Dragon,10,65
40,400,Wood,Dragon,5,65
70,300,Steel,Eagle,10,65
40,400,Wood,Dragon,4,65
50,200,Steel,Eagle,2,65
50,400,Steel,Dragon,6,65
60,400,Steel,Dragon,6,65
50,200,Wood,Eagle,1,65
40,200,Steel,Dragon,3,65
70,200,Steel,Dragon,10,65
50,300,Wood,Eagle,8,65
60,300,Steel,Dragon,8,65
60,300,Wood,Dragon,6,65
60,200,Wood,Eagle,3,65
40,300,Steel,Eagle,5,65
70,200,Steel,Eagle,4,65
70,200,Steel,Dragon,6,66
40,400,Wood,Dragon,7,66
70,300,Steel,Eagle,8,66
40,400,Wood,Dragon,7,66
50,200,Steel,Eagle,1,66
50,400,Steel,Dragon,7,66
60,400,Steel,Dragon,8,66
50,200,Wood,Eagle,4,66
40,200,Steel,Dragon,6,66
70,200,Steel,Dragon,6,66
50,300,Wood,Eagle,8,66
60,300,Steel,Dragon,10,66
60,300,Wood,Dragon,8,66
60,200,Wood,Eagle,5,66
40,300,Steel,Eagle,5,66
70,200,Steel,Eagle,4,66
70,200,Steel,Dragon,8,67
40,400,Wood,Dragon,6,67
70,300,Steel,Eagle,10,67
40,400,Wood,Dragon,4,67
50,200,Steel,Eagle,1,67
50,400,Steel,Dragon,2,67
60,400,Steel,Dragon,8,67
50,200,Wood,Eagle,2,67
40,200,Steel,Dragon,1,67
70,200,Steel,Dragon,7,67
50,300,Wood,Eagle,6,67
60,300,Steel,Dragon,8,67
60,300,Wood,Dragon,10,67
60,200,Wood,Eagle,4,67
40,300,Steel,Eagle,3,67
70,200,Steel,Eagle,2,67
70,200,Steel,Dragon,5,68
40,400,Wood,Dragon,1,68
70,300,Steel,Eagle,10,68
40,400,Wood,Dragon,2,68
50,200,Steel,Eagle,2,68
50,400,Steel,Dragon,4,68
60,400,Steel,Dragon,4,68
50,200,Wood,Eagle,2,68
40,200,Steel,Dragon,1,68
70,200,Steel,Dragon,7,68
50,300,Wood,Eagle,5,68
60,300,Steel,Dragon,7,68
60,300,Wood,Dragon,7,68
60,200,Wood,Eagle,3,68
40,300,Steel,Eagle,4,68
70,200,Steel,Eagle,9,68
70,200,Steel,Dragon,7,69
40,400,Wood,Dragon,2,69
70,300,Steel,Eagle,10,69
40,400,Wood,Dragon,4,69
50,200,Steel,Eagle,3,69
50,400,Steel,Dragon,4,69
60,400,Steel,Dragon,8,69
50,200,Wood,Eagle,2,69
40,200,Steel,Dragon,4,69
70,200,Steel,Dragon,6,69
50,300,Wood,Eagle,4,69
60,300,Steel,Dragon,8,69
60,300,Wood,Dragon,6,69
60,200,Wood,Eagle,1,69
40,300,Steel,Eagle,7,69
70,200,Steel,Eagle,4,69
70,200,Steel,Dragon,6,70
40,400,Wood,Dragon,9,70
70,300,Steel,Eagle,10,70
40,400,Wood,Dragon,10,70
50,200,Steel,Eagle,1,70
50,400,Steel,Dragon,6,70
60,400,Steel,Dragon,5,70
50,200,Wood,Eagle,5,70
40,200,Steel,Dragon,1,70
70,200,Steel,Dragon,7,70
50,300,Wood,Eagle,10,70
60,300,Steel,Dragon,8,70
60,300,Wood,Dragon,8,70
60,200,Wood,Eagle,8,70
40,300,Steel,Eagle,5,70
70,200,Steel,Eagle,3,70
70,200,Steel,Dragon,8,71
40,400,Wood,Dragon,6,71
70,300,Steel,Eagle,8,71
40,400,Wood,Dragon,4,71
50,200,Steel,Eagle,4,71
50,400,Steel,Dragon,3,71
60,400,Steel,Dragon,4,71
50,200,Wood,Eagle,4,71
40,200,Steel,Dragon,1,71
70,200,Steel,Dragon,8,71
50,300,Wood,Eagle,10,71
60,300,Steel,Dragon,9,71
60,300,Wood,Dragon,10,71
60,200,Wood,Eagle,6,71
40,300,Steel,Eagle,4,71
70,200,Steel,Eagle,10,71
70,200,Steel,Dragon,7,72
40,400,Wood,Dragon,5,72
70,300,Steel,Eagle,10,72
40,400,Wood,Dragon,5,72
50,200,Steel,Eagle,5,72
50,400,Steel,Dragon,4,72
60,400,Steel,Dragon,3,72
50,200,Wood,Eagle,3,72
40,200,Steel,Dragon,1,72
70,200,Steel,Dragon,1,72
50,300,Wood,Eagle,5,72
60,300,Steel,Dragon,5,72
60,300,Wood,Dragon,8,72
60,200,Wood,Eagle,4,72
40,300,Steel,Eagle,9,72
70,200,Steel,Eagle,8,72
70,200,Steel,Dragon,10,73
40,400,Wood,Dragon,6,73
70,300,Steel,Eagle,10,73
40,400,Wood,Dragon,7,73
50,200,Steel,Eagle,1,73
50,400,Steel,Dragon,7,73
60,400,Steel,Dragon,8,73
50,200,Wood,Eagle,3,73
40,200,Steel,Dragon,1,73
70,200,Steel,Dragon,7,73
50,300,Wood,Eagle,3,73
60,300,Steel,Dragon,9,73
60,300,Wood,Dragon,8,73
60,200,Wood,Eagle,2,73
40,300,Steel,Eagle,3,73
70,200,Steel,Eagle,5,73
70,200,Steel,Dragon,6,74
40,400,Wood,Dragon,4,74
70,300,Steel,Eagle,10,74
40,400,Wood,Dragon,5,74
50,200,Steel,Eagle,1,74
50,400,Steel,Dragon,5,74
60,400,Steel,Dragon,6,74
50,200,Wood,Eagle,1,74
40,200,Steel,Dragon,1,74
70,200,Steel,Dragon,8,74
50,300,Wood,Eagle,5,74
60,300,Steel,Dragon,7,74
60,300,Wood,Dragon,8,74
60,200,Wood,Eagle,2,74
40,300,Steel,Eagle,7,74
70,200,Steel,Eagle,5,74
70,200,Steel,Dragon,9,75
40,400,Wood,Dragon,5,75
70,300,Steel,Eagle,8,75
40,400,Wood,Dragon,2,75
50,200,Steel,Eagle,5,75
50,400,Steel,Dragon,7,75
60,400,Steel,Dragon,5,75
50,200,Wood,Eagle,1,75
40,200,Steel,Dragon,4,75
70,200,Steel,Dragon,7,75
50,300,Wood,Eagle,8,75
60,300,Steel,Dragon,9,75
60,300,Wood,Dragon,9,75
60,200,Wood,Eagle,4,75
40,300,Steel,Eagle,4,75
70,200,Steel,Eagle,10,75
70,200,Steel,Dragon,7,76
40,400,Wood,Dragon,3,76
70,300,Steel,Eagle,8,76
40,400,Wood,Dragon,5,76
50,200,Steel,Eagle,2,76
50,400,Steel,Dragon,3,76
60,400,Steel,Dragon,8,76
50,200,Wood,Eagle,1,76
40,200,Steel,Dragon,3,76
70,200,Steel,Dragon,7,76
50,300,Wood,Eagle,5,76
60,300,Steel,Dragon,7,76
60,300,Wood,Dragon,10,76
60,200,Wood,Eagle,4,76
40,300,Steel,Eagle,4,76
70,200,Steel,Eagle,8,76
70,200,Steel,Dragon,8,77
40,400,Wood,Dragon,1,77
70,300,Steel,Eagle,10,77
40,400,Wood,Dragon,3,77
50,200,Steel,Eagle,3,77
50,400,Steel,Dragon,4,77
60,400,Steel,Dragon,1,77
50,200,Wood,Eagle,2,77
40,200,Steel,Dragon,1,77
70,200,Steel,Dragon,7,77
50,300,Wood,Eagle,5,77
60,300,Steel,Dragon,4,77
60,300,Wood,Dragon,1,77
60,200,Wood,Eagle,1,77
40,300,Steel,Eagle,5,77
70,200,Steel,Eagle,6,77
70,200,Steel,Dragon,9,78
40,400,Wood,Dragon,4,78
70,300,Steel,Eagle,10,78
40,400,Wood,Dragon,4,78
50,200,Steel,Eagle,4,78
50,400,Steel,Dragon,3,78
60,400,Steel,Dragon,3,78
50,200,Wood,Eagle,3,78
40,200,Steel,Dragon,1,78
70,200,Steel,Dragon,7,78
50,300,Wood,Eagle,4,78
60,300,Steel,Dragon,10,78
60,300,Wood,Dragon,4,78
60,200,Wood,Eagle,4,78
40,300,Steel,Eagle,1,78
70,200,Steel,Eagle,3,78
70,200,Steel,Dragon,9,79
40,400,Wood,Dragon,3,79
70,300,Steel,Eagle,10,79
40,400,Wood,Dragon,1,79
50,200,Steel,Eagle,5,79
50,400,Steel,Dragon,2,79
60,400,Steel,Dragon,5,79
50,200,Wood,Eagle,6,79
40,200,Steel,Dragon,5,79
70,200,Steel,Dragon,4,79
50,300,Wood,Eagle,7,79
60,300,Steel,Dragon,10,79
60,300,Wood,Dragon,7,79
60,200,Wood,Eagle,6,79
40,300,Steel,Eagle,7,79
70,200,Steel,Eagle,10,79
70,200,Steel,Dragon,6,80
40,400,Wood,Dragon,2,80
70,300,Steel,Eagle,10,80
40,400,Wood,Dragon,2,80
50,200,Steel,Eagle,1,80
50,400,Steel,Dragon,3,80
60,400,Steel,Dragon,2,80
50,200,Wood,Eagle,1,80
40,200,Steel,Dragon,1,80
70,200,Steel,Dragon,4,80
50,300,Wood,Eagle,3,80
60,300,Steel,Dragon,9,80
60,300,Wood,Dragon,8,80
60,200,Wood,Eagle,5,80
40,300,Steel,Eagle,4,80
70,200,Steel,Eagle,4,80
70,200,Steel,Dragon,7,81
40,400,Wood,Dragon,2,81
70,300,Steel,Eagle,10,81
40,400,Wood,Dragon,5,81
50,200,Steel,Eagle,3,81
50,400,Steel,Dragon,2,81
60,400,Steel,Dragon,1,81
50,200,Wood,Eagle,2,81
40,200,Steel,Dragon,1,81
70,200,Steel,Dragon,5,81
50,300,Wood,Eagle,7,81
60,300,Steel,Dragon,6,81
60,300,Wood,Dragon,9,81
60,200,Wood,Eagle,5,81
40,300,Steel,Eagle,2,81
70,200,Steel,Eagle,7,81
70,200,Steel,Dragon,6,82
40,400,Wood,Dragon,1,82
70,300,Steel,Eagle,10,82
40,400,Wood,Dragon,3,82
50,200,Steel,Eagle,2,82
50,400,Steel,Dragon,4,82
60,400,Steel,Dragon,3,82
50,200,Wood,Eagle,2,82
40,200,Steel,Dragon,2,82
70,200,Steel,Dragon,5,82
50,300,Wood,Eagle,3,82
60,300,Steel,Dragon,8,82
60,300,Wood,Dragon,4,82
60,200,Wood,Eagle,1,82
40,300,Steel,Eagle,4,82
70,200,Steel,Eagle,4,82
70,200,Steel,Dragon,7,83
40,400,Wood,Dragon,7,83
70,300,Steel,Eagle,10,83
40,400,Wood,Dragon,6,83
50,200,Steel,Eagle,6,83
50,400,Steel,Dragon,6,83
60,400,Steel,Dragon,7,83
50,200,Wood,Eagle,4,83
40,200,Steel,Dragon,6,83
70,200,Steel,Dragon,8,83
50,300,Wood,Eagle,6,83
60,300,Steel,Dragon,8,83
60,300,Wood,Dragon,8,83
60,200,Wood,Eagle,1,83
40,300,Steel,Eagle,5,83
70,200,Steel,Eagle,8,83
70,200,Steel,Dragon,9,84
40,400,Wood,Dragon,5,84
70,300,Steel,Eagle,10,84
40,400,Wood,Dragon,2,84
50,200,Steel,Eagle,3,84
50,400,Steel,Dragon,6,84
60,400,Steel,Dragon,6,84
50,200,Wood,Eagle,2,84
40,200,Steel,Dragon,1,84
70,200,Steel,Dragon,10,84
50,300,Wood,Eagle,6,84
60,300,Steel,Dragon,6,84
60,300,Wood,Dragon,7,84
60,200,Wood,Eagle,1,84
40,300,Steel,Eagle,6,84
70,200,Steel,Eagle,6,84
70,200,Steel,Dragon,7,85
40,400,Wood,Dragon,3,85
70,300,Steel,Eagle,10,85
40,400,Wood,Dragon,5,85
50,200,Steel,Eagle,1,85
50,400,Steel,Dragon,6,85
60,400,Steel,Dragon,5,85
50,200,Wood,Eagle,2,85
40,200,Steel,Dragon,1,85
70,200,Steel,Dragon,5,85
50,300,Wood,Eagle,4,85
60,300,Steel,Dragon,7,85
60,300,Wood,Dragon,9,85
60,200,Wood,Eagle,1,85
40,300,Steel,Eagle,4,85
70,200,Steel,Eagle,4,85
70,200,Steel,Dragon,10,86
40,400,Wood,Dragon,3,86
70,300,Steel,Eagle,10,86
40,400,Wood,Dragon,2,86
50,200,Steel,Eagle,2,86
50,400,Steel,Dragon,5,86
60,400,Steel,Dragon,4,86
50,200,Wood,Eagle,6,86
40,200,Steel,Dragon,1,86
70,200,Steel,Dragon,5,86
50,300,Wood,Eagle,6,86
60,300,Steel,Dragon,6,86
60,300,Wood,Dragon,5,86
60,200,Wood,Eagle,5,86
40,300,Steel,Eagle,4,86
70,200,Steel,Eagle,8,86
70,200,Steel,Dragon,10,87
40,400,Wood,Dragon,5,87
70,300,Steel,Eagle,9,87
40,400,Wood,Dragon,5,87
50,200,Steel,Eagle,4,87
50,400,Steel,Dragon,5,87
60,400,Steel,Dragon,9,87
50,200,Wood,Eagle,3,87
40,200,Steel,Dragon,4,87
70,200,Steel,Dragon,10,87
50,300,Wood,Eagle,5,87
60,300,Steel,Dragon,7,87
60,300,Wood,Dragon,7,87
60,200,Wood,Eagle,1,87
40,300,Steel,Eagle,6,87
70,200,Steel,Eagle,6,87
70,200,Steel,Dragon,7,88
40,400,Wood,Dragon,4,88
70,300,Steel,Eagle,10,88
40,400,Wood,Dragon,5,88
50,200,Steel,Eagle,4,88
50,400,Steel,Dragon,1,88
60,400,Steel,Dragon,4,88
50,200,Wood,Eagle,4,88
40,200,Steel,Dragon,3,88
70,200,Steel,Dragon,8,88
50,300,Wood,Eagle,8,88
60,300,Steel,Dragon,5,88
60,300,Wood,Dragon,6,88
60,200,Wood,Eagle,1,88
40,300,Steel,Eagle,4,88
70,200,Steel,Eagle,8,88
70,200,Steel,Dragon,4,89
40,400,Wood,Dragon,4,89
70,300,Steel,Eagle,10,89
40,400,Wood,Dragon,7,89
50,200,Steel,Eagle,6,89
50,400,Steel,Dragon,8,89
60,400,Steel,Dragon,10,89
50,200,Wood,Eagle,1,89
40,200,Steel,Dragon,3,89
70,200,Steel,Dragon,6,89
50,300,Wood,Eagle,9,89
60,300,Steel,Dragon,8,89
60,300,Wood,Dragon,3,89
60,200,Wood,Eagle,8,89
40,300,Steel,Eagle,4,89
70,200,Steel,Eagle,6,89
70,200,Steel,Dragon,4,90
40,400,Wood,Dragon,1,90
70,300,Steel,Eagle,10,90
40,400,Wood,Dragon,2,90
50,200,Steel,Eagle,2,90
50,400,Steel,Dragon,4,90
60,400,Steel,Dragon,3,90
50,200,Wood,Eagle,4,90
40,200,Steel,Dragon,1,90
70,200,Steel,Dragon,6,90
50,300,Wood,Eagle,8,90
60,300,Steel,Dragon,6,90
60,300,Wood,Dragon,7,90
60,200,Wood,Eagle,2,90
40,300,Steel,Eagle,8,90
70,200,Steel,Eagle,6,90
70,200,Steel,Dragon,10,91
40,400,Wood,Dragon,4,91
70,300,Steel,Eagle,9,91
40,400,Wood,Dragon,5,91
50,200,Steel,Eagle,3,91
50,400,Steel,Dragon,7,91
60,400,Steel,Dragon,4,91
50,200,Wood,Eagle,3,91
40,200,Steel,Dragon,4,91
70,200,Steel,Dragon,10,91
50,300,Wood,Eagle,4,91
60,300,Steel,Dragon,8,91
60,300,Wood,Dragon,4,91
60,200,Wood,Eagle,1,91
40,300,Steel,Eagle,1,91
70,200,Steel,Eagle,4,91
70,200,Steel,Dragon,8,92
40,400,Wood,Dragon,5,92
70,300,Steel,Eagle,10,92
40,400,Wood,Dragon,6,92
50,200,Steel,Eagle,1,92
50,400,Steel,Dragon,5,92
60,400,Steel,Dragon,9,92
50,200,Wood,Eagle,5,92
40,200,Steel,Dragon,3,92
70,200,Steel,Dragon,9,92
50,300,Wood,Eagle,5,92
60,300,Steel,Dragon,10,92
60,300,Wood,Dragon,10,92
60,200,Wood,Eagle,3,92
40,300,Steel,Eagle,4,92
70,200,Steel,Eagle,8,92
70,200,Steel,Dragon,5,93
40,400,Wood,Dragon,3,93
70,300,Steel,Eagle,10,93
40,400,Wood,Dragon,1,93
50,200,Steel,Eagle,1,93
50,400,Steel,Dragon,3,93
60,400,Steel,Dragon,4,93
50,200,Wood,Eagle,4,93
40,200,Steel,Dragon,2,93
70,200,Steel,Dragon,7,93
50,300,Wood,Eagle,8,93
60,300,Steel,Dragon,6,93
60,300,Wood,Dragon,10,93
60,200,Wood,Eagle,6,93
40,300,Steel,Eagle,7,93
70,200,Steel,Eagle,10,93
70,200,Steel,Dragon,8,94
40,400,Wood,Dragon,6,94
70,300,Steel,Eagle,10,94
40,400,Wood,Dragon,8,94
50,200,Steel,Eagle,3,94
50,400,Steel,Dragon,4,94
60,400,Steel,Dragon,4,94
50,200,Wood,Eagle,6,94
40,200,Steel,Dragon,1,94
70,200,Steel,Dragon,5,94
50,300,Wood,Eagle,8,94
60,300,Steel,Dragon,3,94
60,300,Wood,Dragon,10,94
60,200,Wood,Eagle,6,94
40,300,Steel,Eagle,3,94
70,200,Steel,Eagle,9,94
70,200,Steel,Dragon,8,95
40,400,Wood,Dragon,5,95
70,300,Steel,Eagle,7,95
40,400,Wood,Dragon,6,95
50,200,Steel,Eagle,1,95
50,400,Steel,Dragon,7,95
60,400,Steel,Dragon,9,95
50,200,Wood,Eagle,2,95
40,200,Steel,Dragon,4,95
70,200,Steel,Dragon,5,95
50,300,Wood,Eagle,6,95
60,300,Steel,Dragon,8,95
60,300,Wood,Dragon,10,95
60,200,Wood,Eagle,5,95
40,300,Steel,Eagle,5,95
70,200,Steel,Eagle,5,95
70,200,Steel,Dragon,4,96
40,400,Wood,Dragon,1,96
70,300,Steel,Eagle,9,96
40,400,Wood,Dragon,2,96
50,200,Steel,Eagle,3,96
50,400,Steel,Dragon,3,96
60,400,Steel,Dragon,4,96
50,200,Wood,Eagle,5,96
40,200,Steel,Dragon,3,96
70,200,Steel,Dragon,6,96
50,300,Wood,Eagle,7,96
60,300,Steel,Dragon,8,96
60,300,Wood,Dragon,5,96
60,200,Wood,Eagle,2,96
40,300,Steel,Eagle,8,96
70,200,Steel,Eagle,10,96
70,200,Steel,Dragon,7,97
40,400,Wood,Dragon,4,97
70,300,Steel,Eagle,10,97
40,400,Wood,Dragon,4,97
50,200,Steel,Eagle,1,97
50,400,Steel,Dragon,4,97
60,400,Steel,Dragon,5,97
50,200,Wood,Eagle,1,97
40,200,Steel,Dragon,2,97
70,200,Steel,Dragon,6,97
50,300,Wood,Eagle,5,97
60,300,Steel,Dragon,10,97
60,300,Wood,Dragon,6,97
60,200,Wood,Eagle,4,97
40,300,Steel,Eagle,6,97
70,200,Steel,Eagle,8,97
70,200,Steel,Dragon,8,98
40,400,Wood,Dragon,5,98
70,300,Steel,Eagle,10,98
40,400,Wood,Dragon,3,98
50,200,Steel,Eagle,6,98
50,400,Steel,Dragon,5,98
60,400,Steel,Dragon,9,98
50,200,Wood,Eagle,5,98
40,200,Steel,Dragon,1,98
70,200,Steel,Dragon,7,98
50,300,Wood,Eagle,5,98
60,300,Steel,Dragon,7,98
60,300,Wood,Dragon,4,98
60,200,Wood,Eagle,6,98
40,300,Steel,Eagle,8,98
70,200,Steel,Eagle,9,98
70,200,Steel,Dragon,7,99
40,400,Wood,Dragon,1,99
70,300,Steel,Eagle,10,99
40,400,Wood,Dragon,2,99
50,200,Steel,Eagle,4,99
50,400,Steel,Dragon,5,99
60,400,Steel,Dragon,6,99
50,200,Wood,Eagle,1,99
40,200,Steel,Dragon,2,99
70,200,Steel,Dragon,7,99
50,300,Wood,Eagle,3,99
60,300,Steel,Dragon,10,99
60,300,Wood,Dragon,8,99
60,200,Wood,Eagle,4,99
40,300,Steel,Eagle,7,99
70,200,Steel,Eagle,7,99
70,200,Steel,Dragon,6,100
40,400,Wood,Dragon,2,100
70,300,Steel,Eagle,10,100
40,400,Wood,Dragon,1,100
50,200,Steel,Eagle,3,100
50,400,Steel,Dragon,6,100
60,400,Steel,Dragon,6,100
50,200,Wood,Eagle,1,100
40,200,Steel,Dragon,3,100
70,200,Steel,Dragon,8,100
50,300,Wood,Eagle,2,100
60,300,Steel,Dragon,7,100
60,300,Wood,Dragon,4,100
60,200,Wood,Eagle,1,100
40,300,Steel,Eagle,5,100
70,200,Steel,Eagle,8,100
70,200,Steel,Dragon,6,101
40,400,Wood,Dragon,7,101
70,300,Steel,Eagle,10,101
40,400,Wood,Dragon,7,101
50,200,Steel,Eagle,3,101
50,400,Steel,Dragon,8,101
60,400,Steel,Dragon,10,101
50,200,Wood,Eagle,1,101
40,200,Steel,Dragon,1,101
70,200,Steel,Dragon,9,101
50,300,Wood,Eagle,7,101
60,300,Steel,Dragon,7,101
60,300,Wood,Dragon,10,101
60,200,Wood,Eagle,7,101
40,300,Steel,Eagle,4,101
70,200,Steel,Eagle,4,101
70,200,Steel,Dragon,8,102
40,400,Wood,Dragon,7,102
70,300,Steel,Eagle,10,102
40,400,Wood,Dragon,6,102
50,200,Steel,Eagle,1,102
50,400,Steel,Dragon,7,102
60,400,Steel,Dragon,6,102
50,200,Wood,Eagle,2,102
40,200,Steel,Dragon,3,102
70,200,Steel,Dragon,8,102
50,300,Wood,Eagle,5,102
