store_num,year,week,p1_sales,p2_sales,p1_price,p2_price,p1_promo,p2_promo,country
104.0,2.0,32.0,145.0,99.0,2.49,2.99,0,0,DEU
104.0,2.0,33.0,138.0,60.0,2.29,2.99,0,0,DEU
104.0,2.0,34.0,129.0,89.0,2.19,2.59,0,0,DEU
104.0,2.0,35.0,171.0,81.0,2.49,3.19,0,0,DEU
104.0,2.0,36.0,139.0,98.0,2.49,2.59,0,0,DEU
104.0,2.0,37.0,196.0,69.0,2.29,3.19,0,0,DEU
104.0,2.0,38.0,167.0,74.0,2.19,3.19,0,0,DEU
104.0,2.0,39.0,126.0,109.0,2.79,2.59,0,0,DEU
104.0,2.0,40.0,123.0,157.0,2.79,2.49,0,1,DEU
104.0,2.0,41.0,144.0,86.0,2.99,2.99,0,0,DEU
104.0,2.0,42.0,102.0,111.0,2.79,2.49,0,0,DEU
104.0,2.0,43.0,114.0,90.0,2.99,2.99,0,0,DEU
104.0,2.0,44.0,106.0,85.0,2.49,2.49,0,0,DEU
104.0,2.0,45.0,165.0,74.0,2.49,3.19,1,0,DEU
104.0,2.0,46.0,105.0,100.0,2.99,2.49,0,0,DEU
104.0,2.0,47.0,96.0,116.0,2.99,2.59,0,0,DEU
104.0,2.0,48.0,147.0,84.0,2.49,2.99,0,0,DEU
104.0,2.0,49.0,123.0,118.0,2.79,2.49,0,0,DEU
104.0,2.0,50.0,206.0,106.0,2.29,2.99,1,1,DEU
104.0,2.0,51.0,100.0,110.0,2.49,2.29,0,0,DEU
104.0,2.0,52.0,111.0,98.0,2.49,2.59,0,0,DEU
105.0,1.0,1.0,103.0,104.0,2.99,2.49,0,0,DEU
105.0,1.0,2.0,111.0,94.0,2.79,2.99,0,0,DEU
105.0,1.0,3.0,80.0,136.0,2.99,2.29,0,0,DEU
105.0,1.0,4.0,103.0,165.0,2.99,2.59,0,1,DEU
105.0,1.0,5.0,165.0,84.0,2.49,2.99,0,0,DEU
105.0,1.0,6.0,147.0,77.0,2.49,2.99,0,0,DEU
105.0,1.0,7.0,93.0,118.0,2.99,2.49,0,0,DEU
105.0,1.0,8.0,107.0,141.0,2.79,2.59,0,1,DEU
105.0,1.0,9.0,136.0,97.0,2.79,3.19,0,0,DEU
105.0,1.0,10.0,117.0,102.0,2.79,2.99,0,0,DEU
105.0,1.0,11.0,142.0,110.0,2.19,2.59,0,1,DEU
105.0,1.0,12.0,110.0,106.0,2.79,2.59,0,0,DEU
105.0,1.0,13.0,91.0,128.0,2.99,2.29,0,0,DEU
105.0,1.0,14.0,127.0,81.0,2.29,2.59,0,0,DEU
105.0,1.0,15.0,150.0,88.0,2.49,2.99,0,0,DEU
105.0,1.0,16.0,114.0,100.0,2.29,2.29,0,0,DEU
105.0,1.0,17.0,110.0,167.0,2.79,2.59,0,1,DEU
105.0,1.0,18.0,134.0,82.0,2.79,3.19,0,0,DEU
105.0,1.0,19.0,99.0,96.0,2.29,2.29,0,0,DEU
105.0,1.0,20.0,115.0,111.0,2.79,2.59,0,0,DEU
105.0,1.0,21.0,135.0,81.0,2.19,2.59,0,0,DEU
105.0,1.0,22.0,163.0,61.0,2.19,2.99,0,0,DEU
105.0,1.0,23.0,117.0,104.0,2.79,2.49,0,0,DEU
105.0,1.0,24.0,137.0,80.0,2.29,2.49,0,0,DEU
105.0,1.0,25.0,108.0,113.0,2.79,2.59,0,0,DEU
105.0,1.0,26.0,90.0,123.0,2.99,2.49,0,0,DEU
105.0,1.0,27.0,122.0,131.0,2.79,2.99,0,1,DEU
105.0,1.0,28.0,131.0,83.0,2.19,2.49,0,0,DEU
105.0,1.0,29.0,204.0,125.0,2.29,2.59,1,1,DEU
105.0,1.0,30.0,157.0,121.0,2.49,2.29,1,0,DEU
105.0,1.0,31.0,114.0,87.0,2.49,2.49,0,0,DEU
105.0,1.0,32.0,94.0,110.0,2.99,2.59,0,0,DEU
105.0,1.0,33.0,91.0,141.0,2.99,2.29,0,0,DEU
105.0,1.0,34.0,228.0,83.0,2.19,2.99,1,1,DEU
105.0,1.0,35.0,139.0,111.0,2.19,2.59,0,1,DEU
105.0,1.0,36.0,119.0,115.0,2.99,2.59,0,0,DEU
105.0,1.0,37.0,95.0,130.0,2.79,2.29,0,0,DEU
105.0,1.0,38.0,196.0,89.0,2.29,2.49,1,0,DEU
105.0,1.0,39.0,116.0,89.0,2.19,2.29,0,0,DEU
105.0,1.0,40.0,145.0,93.0,2.79,3.19,0,0,DEU
105.0,1.0,41.0,147.0,90.0,2.49,3.19,0,0,DEU
105.0,1.0,42.0,137.0,83.0,2.79,3.19,0,0,DEU
105.0,1.0,43.0,113.0,107.0,2.99,2.59,0,0,DEU
105.0,1.0,44.0,130.0,96.0,2.79,2.99,0,0,DEU
105.0,1.0,45.0,125.0,84.0,2.79,3.19,0,0,DEU
105.0,1.0,46.0,117.0,135.0,2.49,2.29,0,0,DEU
105.0,1.0,47.0,149.0,62.0,2.29,2.99,0,0,DEU
105.0,1.0,48.0,144.0,88.0,2.49,3.19,0,0,DEU
105.0,1.0,49.0,101.0,79.0,2.19,2.29,0,0,DEU
105.0,1.0,50.0,128.0,87.0,2.19,2.29,0,0,DEU
105.0,1.0,51.0,145.0,80.0,2.29,2.99,0,0,DEU
105.0,1.0,52.0,124.0,74.0,2.49,3.19,0,0,DEU
105.0,2.0,1.0,109.0,109.0,2.49,2.29,0,0,DEU
105.0,2.0,2.0,189.0,108.0,2.19,2.29,1,0,DEU
105.0,2.0,3.0,170.0,85.0,2.29,2.99,0,0,DEU
105.0,2.0,4.0,142.0,74.0,2.49,3.19,0,0,DEU
105.0,2.0,5.0,108.0,132.0,2.99,3.19,0,1,DEU
105.0,2.0,6.0,144.0,102.0,2.79,2.49,1,0,DEU
105.0,2.0,7.0,82.0,161.0,2.99,2.29,0,0,DEU
105.0,2.0,8.0,190.0,119.0,2.29,2.99,1,1,DEU
105.0,2.0,9.0,104.0,122.0,2.49,2.29,0,0,DEU
105.0,2.0,10.0,116.0,106.0,2.49,2.49,0,0,DEU
105.0,2.0,11.0,151.0,109.0,2.49,3.19,0,1,DEU
105.0,2.0,12.0,114.0,94.0,2.19,2.29,0,0,DEU
105.0,2.0,13.0,170.0,83.0,2.49,2.99,0,0,DEU
105.0,2.0,14.0,136.0,121.0,2.79,3.19,0,1,DEU
105.0,2.0,15.0,115.0,114.0,2.79,2.59,0,0,DEU
105.0,2.0,16.0,101.0,149.0,2.79,2.59,0,1,DEU
105.0,2.0,17.0,124.0,112.0,2.29,2.59,0,1,DEU
105.0,2.0,18.0,104.0,144.0,2.79,2.29,0,0,DEU
105.0,2.0,19.0,149.0,109.0,2.29,2.59,0,1,DEU
105.0,2.0,20.0,124.0,104.0,2.49,2.49,0,0,DEU
105.0,2.0,21.0,105.0,106.0,2.79,2.59,0,0,DEU
105.0,2.0,22.0,107.0,154.0,2.79,2.59,0,0,DEU
105.0,2.0,23.0,129.0,83.0,2.99,3.19,0,0,DEU
105.0,2.0,24.0,128.0,154.0,2.49,2.49,0,1,DEU
105.0,2.0,25.0,155.0,105.0,2.99,2.99,0,0,DEU
105.0,2.0,26.0,109.0,159.0,2.99,2.49,0,1,DEU
105.0,2.0,27.0,90.0,177.0,2.99,2.29,0,1,DEU
105.0,2.0,28.0,138.0,123.0,2.29,2.49,0,1,DEU
105.0,2.0,29.0,119.0,104.0,2.29,2.29,0,0,DEU
105.0,2.0,30.0,100.0,178.0,2.99,2.59,0,1,DEU
105.0,2.0,31.0,122.0,89.0,2.29,2.49,0,0,DEU
105.0,2.0,32.0,104.0,146.0,2.79,2.49,0,1,DEU
105.0,2.0,33.0,109.0,116.0,2.29,2.29,0,0,DEU
105.0,2.0,34.0,150.0,80.0,2.19,2.49,0,0,DEU
105.0,2.0,35.0,144.0,106.0,2.99,2.99,0,0,DEU
105.0,2.0,36.0,114.0,146.0,2.79,2.49,0,1,DEU
105.0,2.0,37.0,100.0,110.0,2.99,2.49,0,0,DEU
105.0,2.0,38.0,114.0,91.0,2.19,2.29,0,0,DEU
105.0,2.0,39.0,173.0,60.0,2.19,3.19,0,0,DEU
105.0,2.0,40.0,128.0,95.0,2.49,2.49,0,0,DEU
105.0,2.0,41.0,177.0,71.0,2.19,2.99,0,0,DEU
105.0,2.0,42.0,129.0,80.0,2.29,2.59,0,0,DEU
105.0,2.0,43.0,155.0,84.0,2.19,2.59,0,0,DEU
105.0,2.0,44.0,152.0,75.0,2.19,2.99,0,0,DEU
105.0,2.0,45.0,139.0,71.0,2.19,2.59,0,0,DEU
105.0,2.0,46.0,108.0,141.0,2.29,2.29,0,1,DEU
105.0,2.0,47.0,114.0,84.0,2.19,2.59,0,0,DEU
105.0,2.0,48.0,102.0,114.0,2.79,2.49,0,0,DEU
105.0,2.0,49.0,120.0,95.0,2.79,2.49,0,0,DEU
105.0,2.0,50.0,107.0,93.0,2.19,2.29,0,0,DEU
105.0,2.0,51.0,117.0,97.0,2.49,2.59,0,0,DEU
105.0,2.0,52.0,140.0,99.0,2.99,3.19,0,0,DEU
106.0,1.0,1.0,165.0,76.0,2.49,3.19,0,0,DEU
106.0,1.0,2.0,114.0,108.0,2.99,2.99,0,0,DEU
106.0,1.0,3.0,92.0,185.0,2.99,2.29,0,1,DEU
106.0,1.0,4.0,111.0,123.0,2.99,2.59,0,0,DEU
106.0,1.0,5.0,102.0,108.0,2.99,2.59,0,0,DEU
106.0,1.0,6.0,98.0,100.0,2.49,2.49,0,0,DEU
106.0,1.0,7.0,134.0,75.0,2.49,2.99,0,0,DEU
106.0,1.0,8.0,147.0,87.0,2.29,2.59,0,0,DEU
106.0,1.0,9.0,144.0,87.0,2.99,3.19,0,0,DEU
106.0,1.0,10.0,160.0,64.0,2.49,2.99,0,0,DEU
106.0,1.0,11.0,133.0,127.0,2.79,3.19,0,1,DEU
106.0,1.0,12.0,115.0,88.0,2.49,2.49,0,0,DEU
106.0,1.0,13.0,150.0,92.0,2.79,3.19,0,0,DEU
106.0,1.0,14.0,124.0,96.0,2.49,2.59,0,0,DEU
106.0,1.0,15.0,123.0,88.0,2.19,2.29,0,0,DEU
106.0,1.0,16.0,141.0,87.0,2.49,2.59,0,0,DEU
106.0,1.0,17.0,126.0,158.0,2.79,2.59,1,1,DEU
106.0,1.0,18.0,129.0,86.0,2.19,2.49,0,0,DEU
106.0,1.0,19.0,159.0,62.0,2.19,3.19,0,0,DEU
106.0,1.0,20.0,166.0,106.0,2.29,2.99,0,1,DEU
106.0,1.0,21.0,131.0,104.0,2.99,3.19,0,0,DEU
106.0,1.0,22.0,182.0,71.0,2.79,3.19,1,0,DEU
106.0,1.0,23.0,143.0,77.0,2.29,2.49,0,0,DEU
106.0,1.0,24.0,98.0,127.0,2.79,2.29,0,0,DEU
106.0,1.0,25.0,158.0,65.0,2.29,3.19,0,0,DEU
106.0,1.0,26.0,140.0,84.0,2.19,2.59,0,0,DEU
106.0,1.0,27.0,86.0,128.0,2.79,2.29,0,0,DEU
106.0,1.0,28.0,153.0,99.0,2.29,2.29,1,0,DEU
106.0,1.0,29.0,90.0,111.0,2.49,2.29,0,0,DEU
106.0,1.0,30.0,116.0,95.0,2.49,2.59,0,0,DEU
106.0,1.0,31.0,151.0,86.0,2.49,2.99,0,0,DEU
106.0,1.0,32.0,127.0,104.0,2.99,2.99,0,0,DEU
106.0,1.0,33.0,136.0,80.0,2.29,2.59,0,0,DEU
106.0,1.0,34.0,121.0,100.0,2.19,2.29,0,0,DEU
106.0,1.0,35.0,136.0,107.0,2.99,3.19,0,0,DEU
106.0,1.0,36.0,167.0,87.0,2.29,2.59,0,0,DEU
106.0,1.0,37.0,166.0,88.0,2.19,2.59,0,0,DEU
106.0,1.0,38.0,137.0,89.0,2.19,2.59,0,0,DEU
106.0,1.0,39.0,151.0,114.0,2.49,2.99,0,1,DEU
106.0,1.0,40.0,106.0,127.0,2.99,2.49,0,0,DEU
106.0,1.0,41.0,127.0,76.0,2.49,2.99,0,0,DEU
106.0,1.0,42.0,137.0,83.0,2.29,2.49,0,0,DEU
106.0,1.0,43.0,110.0,120.0,2.79,2.49,0,0,DEU
106.0,1.0,44.0,125.0,70.0,2.19,2.59,0,0,DEU
106.0,1.0,45.0,120.0,92.0,2.29,2.49,0,0,DEU
106.0,1.0,46.0,95.0,133.0,2.79,2.29,0,0,DEU
106.0,1.0,47.0,125.0,129.0,2.29,2.49,0,1,DEU
106.0,1.0,48.0,164.0,84.0,2.49,3.19,0,0,DEU
106.0,1.0,49.0,121.0,150.0,2.79,2.59,0,1,DEU
106.0,1.0,50.0,174.0,79.0,2.29,2.59,1,0,DEU
106.0,1.0,51.0,128.0,113.0,2.49,2.49,0,0,DEU
106.0,1.0,52.0,139.0,131.0,2.19,2.49,0,1,DEU
106.0,2.0,1.0,150.0,78.0,2.49,3.19,0,0,DEU
106.0,2.0,2.0,115.0,102.0,2.79,2.59,0,0,DEU
106.0,2.0,3.0,117.0,103.0,2.79,2.59,0,0,DEU
106.0,2.0,4.0,148.0,77.0,2.29,3.19,0,1,DEU
106.0,2.0,5.0,91.0,131.0,2.79,2.29,0,0,DEU
106.0,2.0,6.0,119.0,85.0,2.99,3.19,0,0,DEU
106.0,2.0,7.0,159.0,67.0,2.19,3.19,0,0,DEU
106.0,2.0,8.0,125.0,125.0,2.19,2.29,0,1,DEU
106.0,2.0,9.0,87.0,115.0,2.99,2.49,0,0,DEU
106.0,2.0,10.0,133.0,80.0,2.79,2.99,0,0,DEU
106.0,2.0,11.0,181.0,90.0,2.19,2.99,0,1,DEU
106.0,2.0,12.0,124.0,91.0,2.29,2.49,0,0,DEU
106.0,2.0,13.0,101.0,133.0,2.99,2.29,0,0,DEU
106.0,2.0,14.0,98.0,115.0,2.49,2.29,0,0,DEU
106.0,2.0,15.0,92.0,120.0,2.79,2.29,0,0,DEU
106.0,2.0,16.0,140.0,92.0,2.19,2.49,0,0,DEU
106.0,2.0,17.0,99.0,168.0,2.99,2.49,0,1,DEU
106.0,2.0,18.0,159.0,65.0,2.19,2.99,0,0,DEU
106.0,2.0,19.0,105.0,128.0,2.49,2.29,0,0,DEU
106.0,2.0,20.0,207.0,76.0,2.19,3.19,0,0,DEU
106.0,2.0,21.0,114.0,103.0,2.99,2.59,0,0,DEU
106.0,2.0,22.0,117.0,101.0,2.49,2.59,0,0,DEU
106.0,2.0,23.0,148.0,75.0,2.19,2.59,0,0,DEU
106.0,2.0,24.0,155.0,67.0,2.29,3.19,0,0,DEU
106.0,2.0,25.0,96.0,170.0,2.79,2.49,0,1,DEU
106.0,2.0,26.0,137.0,113.0,2.79,2.59,1,0,DEU
106.0,2.0,27.0,115.0,97.0,2.79,2.59,0,0,DEU
106.0,2.0,28.0,153.0,80.0,2.29,2.49,0,0,DEU
106.0,2.0,29.0,96.0,136.0,2.99,2.49,0,0,DEU
106.0,2.0,30.0,106.0,118.0,2.49,2.29,0,0,DEU
106.0,2.0,31.0,151.0,72.0,2.49,2.99,0,0,DEU
106.0,2.0,32.0,142.0,84.0,2.99,3.19,0,0,DEU
106.0,2.0,33.0,125.0,93.0,2.99,2.99,0,0,DEU
106.0,2.0,34.0,240.0,71.0,2.29,3.19,1,0,DEU
106.0,2.0,35.0,210.0,132.0,2.19,2.49,1,1,DEU
106.0,2.0,36.0,116.0,91.0,2.29,2.29,0,0,DEU
106.0,2.0,37.0,117.0,108.0,2.49,2.49,0,0,DEU
106.0,2.0,38.0,128.0,87.0,2.49,2.49,0,0,DEU
106.0,2.0,39.0,141.0,97.0,2.49,2.99,0,0,DEU
106.0,2.0,40.0,130.0,84.0,2.79,3.19,0,0,DEU
106.0,2.0,41.0,138.0,83.0,2.49,2.99,0,0,DEU
106.0,2.0,42.0,77.0,102.0,2.99,2.59,0,0,DEU
106.0,2.0,43.0,107.0,119.0,2.79,2.49,0,0,DEU
106.0,2.0,44.0,97.0,155.0,2.99,2.29,0,0,DEU
106.0,2.0,45.0,109.0,136.0,2.79,2.29,1,0,DEU
106.0,2.0,46.0,161.0,79.0,2.19,2.59,0,0,DEU
106.0,2.0,47.0,117.0,92.0,2.49,2.49,0,0,DEU
106.0,2.0,48.0,125.0,101.0,2.79,3.19,0,0,DEU
106.0,2.0,49.0,117.0,126.0,2.79,2.59,0,0,DEU
106.0,2.0,50.0,97.0,114.0,2.99,2.49,0,0,DEU
106.0,2.0,51.0,229.0,84.0,2.29,3.19,1,0,DEU
106.0,2.0,52.0,161.0,88.0,2.29,2.59,0,0,DEU
107.0,1.0,1.0,130.0,96.0,2.99,3.19,0,0,DEU
107.0,1.0,2.0,85.0,120.0,2.79,2.29,0,0,DEU
107.0,1.0,3.0,133.0,148.0,2.49,2.49,1,1,DEU
107.0,1.0,4.0,123.0,92.0,2.49,2.59,0,0,DEU
107.0,1.0,5.0,135.0,114.0,2.79,2.59,1,0,DEU
107.0,1.0,6.0,89.0,136.0,2.99,2.29,0,0,DEU
107.0,1.0,7.0,165.0,67.0,2.29,3.19,0,0,DEU
107.0,1.0,8.0,156.0,75.0,2.19,2.59,0,0,DEU
107.0,1.0,9.0,132.0,81.0,2.49,3.19,0,0,DEU
107.0,1.0,10.0,153.0,89.0,2.29,2.49,0,0,DEU
107.0,1.0,11.0,124.0,78.0,2.99,3.19,0,0,DEU
107.0,1.0,12.0,97.0,161.0,2.79,2.59,0,1,DEU
107.0,1.0,13.0,237.0,88.0,2.19,2.99,1,0,DEU
107.0,1.0,14.0,110.0,155.0,2.79,2.49,0,1,DEU
107.0,1.0,15.0,156.0,71.0,2.19,2.59,0,0,DEU
107.0,1.0,16.0,120.0,98.0,2.99,2.99,0,0,DEU
107.0,1.0,17.0,115.0,135.0,2.79,2.59,0,1,DEU
107.0,1.0,18.0,127.0,83.0,2.49,2.59,0,0,DEU
107.0,1.0,19.0,93.0,128.0,2.79,2.29,0,0,DEU
107.0,1.0,20.0,116.0,91.0,2.99,2.99,0,0,DEU
107.0,1.0,21.0,94.0,128.0,2.99,2.49,0,0,DEU
107.0,1.0,22.0,102.0,137.0,2.99,2.29,0,0,DEU
107.0,1.0,23.0,110.0,94.0,2.79,2.59,0,0,DEU
107.0,1.0,24.0,101.0,154.0,2.99,2.49,0,1,DEU
107.0,1.0,25.0,108.0,113.0,2.49,2.29,0,0,DEU
107.0,1.0,26.0,161.0,149.0,2.29,2.29,1,1,DEU
107.0,1.0,27.0,127.0,117.0,2.79,2.59,0,0,DEU
107.0,1.0,28.0,151.0,175.0,2.99,2.59,1,1,DEU
107.0,1.0,29.0,214.0,93.0,2.19,2.59,1,0,DEU
107.0,1.0,30.0,88.0,112.0,2.79,2.59,0,0,DEU
107.0,1.0,31.0,131.0,93.0,2.49,2.59,0,0,DEU
107.0,1.0,32.0,128.0,83.0,2.29,2.59,0,0,DEU
107.0,1.0,33.0,155.0,88.0,2.99,3.19,1,0,DEU
107.0,1.0,34.0,152.0,71.0,2.19,2.59,0,0,DEU
107.0,1.0,35.0,162.0,138.0,2.29,2.29,1,1,DEU
107.0,1.0,36.0,173.0,88.0,2.19,3.19,0,1,DEU
107.0,1.0,37.0,167.0,70.0,2.19,2.99,0,0,DEU
107.0,1.0,38.0,107.0,103.0,2.99,2.99,0,0,DEU
107.0,1.0,39.0,126.0,179.0,2.79,2.59,0,1,DEU
107.0,1.0,40.0,88.0,142.0,2.79,2.29,0,0,DEU
107.0,1.0,41.0,90.0,140.0,2.79,2.29,0,1,DEU
107.0,1.0,42.0,115.0,116.0,2.29,2.29,0,1,DEU
107.0,1.0,43.0,97.0,131.0,2.79,2.29,0,0,DEU
107.0,1.0,44.0,104.0,130.0,2.99,2.49,0,0,DEU
107.0,1.0,45.0,129.0,125.0,2.79,2.99,0,1,DEU
107.0,1.0,46.0,118.0,109.0,2.99,2.59,0,0,DEU
107.0,1.0,47.0,119.0,114.0,2.79,2.99,0,1,DEU
107.0,1.0,48.0,156.0,91.0,2.99,3.19,1,0,DEU
107.0,1.0,49.0,163.0,72.0,2.29,2.99,0,0,DEU
107.0,1.0,50.0,170.0,63.0,2.29,2.99,0,0,DEU
107.0,1.0,51.0,157.0,116.0,2.29,2.29,1,0,DEU
107.0,1.0,52.0,138.0,99.0,2.29,2.29,0,0,DEU
107.0,2.0,1.0,121.0,94.0,2.79,2.99,0,0,DEU
107.0,2.0,2.0,103.0,138.0,2.99,2.49,0,0,DEU
107.0,2.0,3.0,148.0,73.0,2.49,3.19,0,0,DEU
107.0,2.0,4.0,133.0,70.0,2.49,3.19,0,0,DEU
107.0,2.0,5.0,122.0,106.0,2.49,2.59,0,0,DEU
107.0,2.0,6.0,153.0,79.0,2.49,2.99,0,0,DEU
107.0,2.0,7.0,156.0,69.0,2.29,3.19,0,0,DEU
107.0,2.0,8.0,99.0,141.0,2.99,2.49,0,0,DEU
107.0,2.0,9.0,156.0,66.0,2.19,3.19,0,0,DEU
107.0,2.0,10.0,121.0,87.0,2.99,2.99,0,0,DEU
107.0,2.0,11.0,104.0,142.0,2.79,2.29,0,0,DEU
107.0,2.0,12.0,90.0,134.0,2.99,2.29,0,0,DEU
107.0,2.0,13.0,155.0,129.0,2.79,2.99,0,1,DEU
107.0,2.0,14.0,150.0,95.0,2.49,2.99,0,0,DEU
107.0,2.0,15.0,138.0,88.0,2.99,3.19,0,0,DEU
107.0,2.0,16.0,99.0,100.0,2.49,2.29,0,0,DEU
107.0,2.0,17.0,96.0,117.0,2.99,2.29,0,0,DEU
107.0,2.0,18.0,134.0,93.0,2.29,2.29,0,0,DEU
107.0,2.0,19.0,177.0,88.0,2.19,2.99,0,1,DEU
107.0,2.0,20.0,127.0,81.0,2.19,2.59,0,0,DEU
107.0,2.0,21.0,108.0,120.0,2.49,2.29,0,0,DEU
107.0,2.0,22.0,225.0,57.0,2.19,2.99,1,0,DEU
107.0,2.0,23.0,95.0,136.0,2.79,2.29,0,1,DEU
107.0,2.0,24.0,141.0,121.0,2.29,2.59,0,1,DEU
107.0,2.0,25.0,98.0,126.0,2.99,2.29,0,0,DEU
107.0,2.0,26.0,95.0,113.0,2.79,2.49,0,0,DEU
107.0,2.0,27.0,171.0,65.0,2.19,2.99,0,0,DEU
107.0,2.0,28.0,139.0,82.0,2.49,2.99,0,0,DEU
107.0,2.0,29.0,103.0,167.0,2.99,2.59,0,1,DEU
107.0,2.0,30.0,150.0,96.0,2.29,2.49,1,1,DEU
107.0,2.0,31.0,167.0,97.0,2.19,2.49,1,0,DEU
107.0,2.0,32.0,135.0,116.0,2.79,3.19,0,1,DEU
107.0,2.0,33.0,95.0,126.0,2.99,2.49,0,0,DEU
107.0,2.0,34.0,137.0,89.0,2.19,2.29,0,0,DEU
107.0,2.0,35.0,148.0,97.0,2.49,2.99,0,0,DEU
107.0,2.0,36.0,116.0,163.0,2.79,2.49,0,1,DEU
107.0,2.0,37.0,200.0,87.0,2.19,2.59,1,0,DEU
107.0,2.0,38.0,125.0,166.0,2.79,2.49,0,1,DEU
107.0,2.0,39.0,146.0,64.0,2.19,2.99,0,0,DEU
107.0,2.0,40.0,127.0,87.0,2.19,2.29,0,0,DEU
107.0,2.0,41.0,110.0,130.0,2.79,2.29,0,0,DEU
107.0,2.0,42.0,98.0,155.0,2.49,2.29,0,1,DEU
107.0,2.0,43.0,149.0,133.0,2.19,2.59,0,1,DEU
107.0,2.0,44.0,127.0,113.0,2.49,2.29,1,0,DEU
107.0,2.0,45.0,119.0,100.0,2.99,2.99,0,0,DEU
107.0,2.0,46.0,191.0,86.0,2.29,2.59,1,0,DEU
107.0,2.0,47.0,129.0,130.0,2.29,2.29,0,1,DEU
107.0,2.0,48.0,130.0,102.0,2.19,2.29,0,0,DEU
107.0,2.0,49.0,148.0,120.0,2.19,2.49,0,1,DEU
107.0,2.0,50.0,109.0,117.0,2.49,2.29,0,0,DEU
107.0,2.0,51.0,117.0,111.0,2.99,2.99,0,0,DEU
107.0,2.0,52.0,218.0,107.0,2.49,3.19,1,1,DEU
108.0,1.0,1.0,145.0,103.0,2.99,2.99,1,0,DEU
108.0,1.0,2.0,172.0,71.0,2.29,3.19,0,0,DEU
108.0,1.0,3.0,104.0,109.0,2.79,2.59,0,0,DEU
108.0,1.0,4.0,125.0,101.0,2.99,2.99,0,0,DEU
108.0,1.0,5.0,145.0,125.0,2.79,2.59,1,0,DEU
108.0,1.0,6.0,100.0,160.0,2.79,2.49,0,1,DEU
108.0,1.0,7.0,180.0,110.0,2.79,2.99,1,1,DEU
108.0,1.0,8.0,139.0,81.0,2.79,3.19,0,0,DEU
108.0,1.0,9.0,192.0,75.0,2.19,3.19,0,0,DEU
108.0,1.0,10.0,159.0,97.0,2.29,3.19,0,1,DEU
108.0,1.0,11.0,150.0,71.0,2.29,2.99,0,0,DEU
108.0,1.0,12.0,156.0,104.0,2.19,2.99,0,1,DEU
108.0,1.0,13.0,104.0,143.0,2.79,2.29,0,0,DEU
108.0,1.0,14.0,140.0,89.0,2.49,2.99,0,0,DEU
108.0,1.0,15.0,130.0,87.0,2.49,3.19,0,0,DEU
108.0,1.0,16.0,116.0,93.0,2.99,3.19,0,0,DEU
108.0,1.0,17.0,173.0,84.0,2.19,2.49,1,0,DEU
108.0,1.0,18.0,110.0,122.0,2.79,2.59,0,0,DEU
108.0,1.0,19.0,125.0,98.0,2.99,2.99,0,0,DEU
108.0,1.0,20.0,203.0,63.0,2.29,3.19,1,0,DEU
108.0,1.0,21.0,152.0,116.0,2.29,3.19,0,1,DEU
108.0,1.0,22.0,182.0,63.0,2.29,3.19,0,0,DEU
108.0,1.0,23.0,117.0,77.0,2.19,2.49,0,0,DEU
108.0,1.0,24.0,106.0,116.0,2.79,2.49,0,0,DEU
108.0,1.0,25.0,171.0,85.0,2.29,2.59,0,0,DEU
108.0,1.0,26.0,128.0,91.0,2.29,2.29,0,0,DEU
108.0,1.0,27.0,170.0,87.0,2.49,2.99,0,0,DEU
108.0,1.0,28.0,184.0,58.0,2.19,3.19,0,0,DEU
108.0,1.0,29.0,100.0,118.0,2.49,2.29,0,0,DEU
108.0,1.0,30.0,168.0,72.0,2.29,3.19,0,0,DEU
108.0,1.0,31.0,137.0,74.0,2.29,2.99,0,0,DEU
108.0,1.0,32.0,129.0,101.0,2.29,2.29,0,0,DEU
108.0,1.0,33.0,160.0,71.0,2.19,2.99,0,0,DEU
108.0,1.0,34.0,99.0,120.0,2.79,2.49,0,0,DEU
108.0,1.0,35.0,132.0,93.0,2.99,2.99,0,0,DEU
108.0,1.0,36.0,123.0,95.0,2.29,2.29,0,0,DEU
108.0,1.0,37.0,137.0,131.0,2.29,2.99,0,1,DEU
108.0,1.0,38.0,118.0,113.0,2.29,2.29,0,0,DEU
108.0,1.0,39.0,134.0,91.0,2.79,3.19,0,0,DEU
108.0,1.0,40.0,138.0,86.0,2.19,2.59,0,0,DEU
108.0,1.0,41.0,122.0,123.0,2.99,2.99,0,1,DEU
108.0,1.0,42.0,116.0,81.0,2.49,2.59,0,0,DEU
108.0,1.0,43.0,119.0,106.0,2.29,2.29,0,0,DEU
108.0,1.0,44.0,263.0,106.0,2.19,3.19,1,1,DEU
108.0,1.0,45.0,77.0,199.0,2.99,2.29,0,1,DEU
108.0,1.0,46.0,144.0,102.0,2.29,2.99,0,1,DEU
108.0,1.0,47.0,132.0,70.0,2.19,2.29,0,0,DEU
108.0,1.0,48.0,115.0,99.0,2.19,2.29,0,0,DEU
108.0,1.0,49.0,112.0,99.0,2.99,2.99,0,0,DEU
108.0,1.0,50.0,112.0,73.0,2.19,2.59,0,0,DEU
108.0,1.0,51.0,150.0,103.0,2.29,2.49,0,0,DEU
108.0,1.0,52.0,103.0,128.0,2.79,2.29,0,0,DEU
108.0,2.0,1.0,134.0,129.0,2.79,2.99,0,1,DEU
108.0,2.0,2.0,92.0,123.0,2.99,2.59,0,0,DEU
