is_weekend,num_child,distance,rides,games,wait,clean,overall
False,2,80.67612566042222,73.0,65.0,61.0,80.0,64.0
True,2,28.1392355343146,74.0,72.0,61.0,79.0,76.0
False,4,24.73181814948014,83.0,87.0,79.0,94.0,89.0
True,2,11.818862163427198,86.0,71.0,77.0,93.0,100.0
True,1,13.589881242322896,79.0,70.0,95.0,91.0,87.0
True,0,51.25425402923589,81.0,79.0,49.0,85.0,61.0
True,3,6.96331382271257,85.0,77.0,72.0,93.0,85.0
False,4,16.568669290104207,74.0,82.0,74.0,85.0,79.0
True,2,6.278463456865056,80.0,64.0,76.0,79.0,72.0
False,1,155.5896709324583,75.0,59.0,63.0,78.0,69.0
False,0,6.975848321595267,71.0,50.0,60.0,75.0,59.0
False,2,18.819665515820926,74.0,77.0,80.0,85.0,73.0
False,4,10.527089487815227,76.0,64.0,70.0,83.0,66.0
False,2,27.977894862259497,79.0,64.0,65.0,83.0,70.0
False,3,92.9283585087209,86.0,74.0,69.0,88.0,87.0
False,2,14.085442378847636,80.0,77.0,77.0,84.0,73.0
True,1,10.872395028065602,84.0,92.0,75.0,82.0,90.0
False,2,44.95963541145657,82.0,72.0,76.0,84.0,82.0
False,4,7.317691826282424,73.0,66.0,63.0,69.0,59.0
False,2,14.204622784593484,80.0,78.0,82.0,81.0,74.0
True,2,164.5155120482007,87.0,70.0,72.0,85.0,82.0
False,2,1.803700885277182,78.0,68.0,88.0,86.0,89.0
False,2,8.373120854627802,85.0,71.0,82.0,90.0,90.0
False,0,51.98627821381881,87.0,86.0,89.0,92.0,75.0
False,0,66.06005635045572,81.0,86.0,74.0,91.0,74.0
False,0,3.895091382083062,84.0,70.0,81.0,85.0,79.0
False,5,4.67374493971159,83.0,70.0,75.0,85.0,80.0
True,2,10.949295484836062,82.0,82.0,68.0,87.0,82.0
False,0,51.146416348359566,82.0,69.0,75.0,90.0,78.0
False,3,34.510942345881055,79.0,74.0,75.0,85.0,83.0
True,1,51.83497878780677,76.0,52.0,68.0,82.0,66.0
False,2,8.830595376624004,73.0,77.0,55.0,80.0,65.0
False,3,20.6694318839748,82.0,85.0,72.0,93.0,87.0
False,0,8.449525603607597,79.0,83.0,70.0,87.0,67.0
True,4,101.04435863975888,78.0,69.0,58.0,82.0,72.0
False,3,4.495449685016551,76.0,82.0,78.0,86.0,74.0
True,2,15.508637922467653,87.0,83.0,87.0,89.0,97.0
False,0,5.813036092455793,85.0,85.0,73.0,87.0,65.0
True,2,27.66752107631835,74.0,87.0,85.0,78.0,76.0
False,0,15.320924622916017,75.0,64.0,58.0,84.0,63.0
False,1,31.429160955231094,79.0,66.0,86.0,81.0,75.0
True,1,36.02002485739669,78.0,66.0,66.0,86.0,77.0
False,4,15.729414906788666,76.0,71.0,80.0,83.0,82.0
True,3,38.5056488400157,83.0,78.0,80.0,90.0,86.0
True,0,13.12183679802366,74.0,78.0,74.0,80.0,60.0
False,0,2.2843618698473698,84.0,81.0,78.0,95.0,75.0
True,0,25.785936486255274,77.0,61.0,52.0,78.0,56.0
False,0,51.76682623433316,77.0,66.0,57.0,82.0,62.0
False,0,25.10673104460535,82.0,60.0,70.0,88.0,71.0
False,2,11.847409690522467,82.0,75.0,61.0,84.0,71.0
False,0,18.606951315934467,73.0,74.0,64.0,80.0,59.0
True,0,58.59481576398957,86.0,83.0,67.0,82.0,78.0
True,0,3.9663239488812727,93.0,77.0,92.0,94.0,88.0
False,1,20.918010491360402,76.0,65.0,69.0,78.0,68.0
True,2,24.524254619135696,81.0,82.0,62.0,84.0,74.0
True,3,1.403253046305328,87.0,85.0,84.0,95.0,93.0
False,0,34.097894655767874,80.0,68.0,65.0,84.0,60.0
True,0,1.4165086224558,73.0,75.0,77.0,85.0,59.0
True,2,79.5571940639391,87.0,82.0,92.0,89.0,98.0
False,0,34.320927931049724,87.0,71.0,90.0,91.0,79.0
False,0,9.638784596031204,87.0,84.0,52.0,90.0,68.0
False,0,27.246295443574386,73.0,70.0,69.0,80.0,57.0
False,3,11.953974098703197,74.0,72.0,77.0,79.0,75.0
True,2,6.766466997220769,81.0,80.0,90.0,82.0,88.0
True,3,54.54124793679175,81.0,67.0,71.0,82.0,62.0
True,2,21.20956820215788,83.0,69.0,83.0,85.0,87.0
